id,label
train_bacteria_0001.jpeg,0
train_bacteria_0002.jpeg,0
train_bacteria_0003.jpeg,0
train_bacteria_0004.jpeg,0
train_bacteria_0005.jpeg,0
train_bacteria_0006.jpeg,0
train_bacteria_0007.jpeg,0
train_bacteria_0008.jpeg,0
train_bacteria_0009.jpeg,0
train_bacteria_0010.jpeg,0
train_bacteria_0011.jpeg,0
train_bacteria_0012.jpeg,0
train_bacteria_0013.jpeg,0
train_bacteria_0014.jpeg,0
train_bacteria_0015.jpeg,0
train_bacteria_0016.jpeg,0
train_bacteria_0017.jpeg,0
train_bacteria_0018.jpeg,0
train_bacteria_0019.jpeg,0
train_bacteria_0020.jpeg,0
train_bacteria_0021.jpeg,0
train_bacteria_0022.jpeg,0
train_bacteria_0023.jpeg,0
train_bacteria_0024.jpeg,0
train_bacteria_0025.jpeg,0
train_bacteria_0026.jpeg,0
train_bacteria_0027.jpeg,0
train_bacteria_0028.jpeg,0
train_bacteria_0029.jpeg,0
train_bacteria_0030.jpeg,0
train_bacteria_0031.jpeg,0
train_bacteria_0032.jpeg,0
train_bacteria_0033.jpeg,0
train_bacteria_0034.jpeg,0
train_bacteria_0035.jpeg,0
train_bacteria_0036.jpeg,0
train_bacteria_0037.jpeg,0
train_bacteria_0038.jpeg,0
train_bacteria_0039.jpeg,0
train_bacteria_0040.jpeg,0
train_bacteria_0041.jpeg,0
train_bacteria_0042.jpeg,0
train_bacteria_0043.jpeg,0
train_bacteria_0044.jpeg,0
train_bacteria_0045.jpeg,0
train_bacteria_0046.jpeg,0
train_bacteria_0047.jpeg,0
train_bacteria_0048.jpeg,0
train_bacteria_0049.jpeg,0
train_bacteria_0050.jpeg,0
train_bacteria_0051.jpeg,0
train_bacteria_0052.jpeg,0
train_bacteria_0053.jpeg,0
train_bacteria_0054.jpeg,0
train_bacteria_0055.jpeg,0
train_bacteria_0056.jpeg,0
train_bacteria_0057.jpeg,0
train_bacteria_0058.jpeg,0
train_bacteria_0059.jpeg,0
train_bacteria_0060.jpeg,0
train_bacteria_0061.jpeg,0
train_bacteria_0062.jpeg,0
train_bacteria_0063.jpeg,0
train_bacteria_0064.jpeg,0
train_bacteria_0065.jpeg,0
train_bacteria_0066.jpeg,0
train_bacteria_0067.jpeg,0
train_bacteria_0068.jpeg,0
train_bacteria_0069.jpeg,0
train_bacteria_0070.jpeg,0
train_bacteria_0071.jpeg,0
train_bacteria_0072.jpeg,0
train_bacteria_0073.jpeg,0
train_bacteria_0074.jpeg,0
train_bacteria_0075.jpeg,0
train_bacteria_0076.jpeg,0
train_bacteria_0077.jpeg,0
train_bacteria_0078.jpeg,0
train_bacteria_0079.jpeg,0
train_bacteria_0080.jpeg,0
train_bacteria_0081.jpeg,0
train_bacteria_0082.jpeg,0
train_bacteria_0083.jpeg,0
train_bacteria_0084.jpeg,0
train_bacteria_0085.jpeg,0
train_bacteria_0086.jpeg,0
train_bacteria_0087.jpeg,0
train_bacteria_0088.jpeg,0
train_bacteria_0089.jpeg,0
train_bacteria_0090.jpeg,0
train_bacteria_0091.jpeg,0
train_bacteria_0092.jpeg,0
train_bacteria_0093.jpeg,0
train_bacteria_0094.jpeg,0
train_bacteria_0095.jpeg,0
train_bacteria_0096.jpeg,0
train_bacteria_0097.jpeg,0
train_bacteria_0098.jpeg,0
train_bacteria_0099.jpeg,0
train_bacteria_0100.jpeg,0
train_bacteria_0101.jpeg,0
train_bacteria_0102.jpeg,0
train_bacteria_0103.jpeg,0
train_bacteria_0104.jpeg,0
train_bacteria_0105.jpeg,0
train_bacteria_0106.jpeg,0
train_bacteria_0107.jpeg,0
train_bacteria_0108.jpeg,0
train_bacteria_0109.jpeg,0
train_bacteria_0110.jpeg,0
train_bacteria_0111.jpeg,0
train_bacteria_0112.jpeg,0
train_bacteria_0113.jpeg,0
train_bacteria_0114.jpeg,0
train_bacteria_0115.jpeg,0
train_bacteria_0116.jpeg,0
train_bacteria_0117.jpeg,0
train_bacteria_0118.jpeg,0
train_bacteria_0119.jpeg,0
train_bacteria_0120.jpeg,0
train_bacteria_0121.jpeg,0
train_bacteria_0122.jpeg,0
train_bacteria_0123.jpeg,0
train_bacteria_0124.jpeg,0
train_bacteria_0125.jpeg,0
train_bacteria_0126.jpeg,0
train_bacteria_0127.jpeg,0
train_bacteria_0128.jpeg,0
train_bacteria_0129.jpeg,0
train_bacteria_0130.jpeg,0
train_bacteria_0131.jpeg,0
train_bacteria_0132.jpeg,0
train_bacteria_0133.jpeg,0
train_bacteria_0134.jpeg,0
train_bacteria_0135.jpeg,0
train_bacteria_0136.jpeg,0
train_bacteria_0137.jpeg,0
train_bacteria_0138.jpeg,0
train_bacteria_0139.jpeg,0
train_bacteria_0140.jpeg,0
train_bacteria_0141.jpeg,0
train_bacteria_0142.jpeg,0
train_bacteria_0143.jpeg,0
train_bacteria_0144.jpeg,0
train_bacteria_0145.jpeg,0
train_bacteria_0146.jpeg,0
train_bacteria_0147.jpeg,0
train_bacteria_0148.jpeg,0
train_bacteria_0149.jpeg,0
train_bacteria_0150.jpeg,0
train_bacteria_0151.jpeg,0
train_bacteria_0152.jpeg,0
train_bacteria_0153.jpeg,0
train_bacteria_0154.jpeg,0
train_bacteria_0155.jpeg,0
train_bacteria_0156.jpeg,0
train_bacteria_0157.jpeg,0
train_bacteria_0158.jpeg,0
train_bacteria_0159.jpeg,0
train_bacteria_0160.jpeg,0
train_bacteria_0161.jpeg,0
train_bacteria_0162.jpeg,0
train_bacteria_0163.jpeg,0
train_bacteria_0164.jpeg,0
train_bacteria_0165.jpeg,0
train_bacteria_0166.jpeg,0
train_bacteria_0167.jpeg,0
train_bacteria_0168.jpeg,0
train_bacteria_0169.jpeg,0
train_bacteria_0170.jpeg,0
train_bacteria_0171.jpeg,0
train_bacteria_0172.jpeg,0
train_bacteria_0173.jpeg,0
train_bacteria_0174.jpeg,0
train_bacteria_0175.jpeg,0
train_bacteria_0176.jpeg,0
train_bacteria_0177.jpeg,0
train_bacteria_0178.jpeg,0
train_bacteria_0179.jpeg,0
train_bacteria_0180.jpeg,0
train_bacteria_0181.jpeg,0
train_bacteria_0182.jpeg,0
train_bacteria_0183.jpeg,0
train_bacteria_0184.jpeg,0
train_bacteria_0185.jpeg,0
train_bacteria_0186.jpeg,0
train_bacteria_0187.jpeg,0
train_bacteria_0188.jpeg,0
train_bacteria_0189.jpeg,0
train_bacteria_0190.jpeg,0
train_bacteria_0191.jpeg,0
train_bacteria_0192.jpeg,0
train_bacteria_0193.jpeg,0
train_bacteria_0194.jpeg,0
train_bacteria_0195.jpeg,0
train_bacteria_0196.jpeg,0
train_bacteria_0197.jpeg,0
train_bacteria_0198.jpeg,0
train_bacteria_0199.jpeg,0
train_bacteria_0200.jpeg,0
train_bacteria_0201.jpeg,0
train_bacteria_0202.jpeg,0
train_bacteria_0203.jpeg,0
train_bacteria_0204.jpeg,0
train_bacteria_0205.jpeg,0
train_bacteria_0206.jpeg,0
train_bacteria_0207.jpeg,0
train_bacteria_0208.jpeg,0
train_bacteria_0209.jpeg,0
train_bacteria_0210.jpeg,0
train_bacteria_0211.jpeg,0
train_bacteria_0212.jpeg,0
train_bacteria_0213.jpeg,0
train_bacteria_0214.jpeg,0
train_bacteria_0215.jpeg,0
train_bacteria_0216.jpeg,0
train_bacteria_0217.jpeg,0
train_bacteria_0218.jpeg,0
train_bacteria_0219.jpeg,0
train_bacteria_0220.jpeg,0
train_bacteria_0221.jpeg,0
train_bacteria_0222.jpeg,0
train_bacteria_0223.jpeg,0
train_bacteria_0224.jpeg,0
train_bacteria_0225.jpeg,0
train_bacteria_0226.jpeg,0
train_bacteria_0227.jpeg,0
train_bacteria_0228.jpeg,0
train_bacteria_0229.jpeg,0
train_bacteria_0230.jpeg,0
train_bacteria_0231.jpeg,0
train_bacteria_0232.jpeg,0
train_bacteria_0233.jpeg,0
train_bacteria_0234.jpeg,0
train_bacteria_0235.jpeg,0
train_bacteria_0236.jpeg,0
train_bacteria_0237.jpeg,0
train_bacteria_0238.jpeg,0
train_bacteria_0239.jpeg,0
train_bacteria_0240.jpeg,0
train_bacteria_0241.jpeg,0
train_bacteria_0242.jpeg,0
train_bacteria_0243.jpeg,0
train_bacteria_0244.jpeg,0
train_bacteria_0245.jpeg,0
train_bacteria_0246.jpeg,0
train_bacteria_0247.jpeg,0
train_bacteria_0248.jpeg,0
train_bacteria_0249.jpeg,0
train_bacteria_0250.jpeg,0
train_bacteria_0251.jpeg,0
train_bacteria_0252.jpeg,0
train_bacteria_0253.jpeg,0
train_bacteria_0254.jpeg,0
train_bacteria_0255.jpeg,0
train_bacteria_0256.jpeg,0
train_bacteria_0257.jpeg,0
train_bacteria_0258.jpeg,0
train_bacteria_0259.jpeg,0
train_bacteria_0260.jpeg,0
train_bacteria_0261.jpeg,0
train_bacteria_0262.jpeg,0
train_bacteria_0263.jpeg,0
train_bacteria_0264.jpeg,0
train_bacteria_0265.jpeg,0
train_bacteria_0266.jpeg,0
train_bacteria_0267.jpeg,0
train_bacteria_0268.jpeg,0
train_bacteria_0269.jpeg,0
train_bacteria_0270.jpeg,0
train_bacteria_0271.jpeg,0
train_bacteria_0272.jpeg,0
train_bacteria_0273.jpeg,0
train_bacteria_0274.jpeg,0
train_bacteria_0275.jpeg,0
train_bacteria_0276.jpeg,0
train_bacteria_0277.jpeg,0
train_bacteria_0278.jpeg,0
train_bacteria_0279.jpeg,0
train_bacteria_0280.jpeg,0
train_bacteria_0281.jpeg,0
train_bacteria_0282.jpeg,0
train_bacteria_0283.jpeg,0
train_bacteria_0284.jpeg,0
train_bacteria_0285.jpeg,0
train_bacteria_0286.jpeg,0
train_bacteria_0287.jpeg,0
train_bacteria_0288.jpeg,0
train_bacteria_0289.jpeg,0
train_bacteria_0290.jpeg,0
train_bacteria_0291.jpeg,0
train_bacteria_0292.jpeg,0
train_bacteria_0293.jpeg,0
train_bacteria_0294.jpeg,0
train_bacteria_0295.jpeg,0
train_bacteria_0296.jpeg,0
train_bacteria_0297.jpeg,0
train_bacteria_0298.jpeg,0
train_bacteria_0299.jpeg,0
train_bacteria_0300.jpeg,0
train_bacteria_0301.jpeg,0
train_bacteria_0302.jpeg,0
train_bacteria_0303.jpeg,0
train_bacteria_0304.jpeg,0
train_bacteria_0305.jpeg,0
train_bacteria_0306.jpeg,0
train_bacteria_0307.jpeg,0
train_bacteria_0308.jpeg,0
train_bacteria_0309.jpeg,0
train_bacteria_0310.jpeg,0
train_bacteria_0311.jpeg,0
train_bacteria_0312.jpeg,0
train_bacteria_0313.jpeg,0
train_bacteria_0314.jpeg,0
train_bacteria_0315.jpeg,0
train_bacteria_0316.jpeg,0
train_bacteria_0317.jpeg,0
train_bacteria_0318.jpeg,0
train_bacteria_0319.jpeg,0
train_bacteria_0320.jpeg,0
train_bacteria_0321.jpeg,0
train_bacteria_0322.jpeg,0
train_bacteria_0323.jpeg,0
train_bacteria_0324.jpeg,0
train_bacteria_0325.jpeg,0
train_bacteria_0326.jpeg,0
train_bacteria_0327.jpeg,0
train_bacteria_0328.jpeg,0
train_bacteria_0329.jpeg,0
train_bacteria_0330.jpeg,0
train_bacteria_0331.jpeg,0
train_bacteria_0332.jpeg,0
train_bacteria_0333.jpeg,0
train_bacteria_0334.jpeg,0
train_bacteria_0335.jpeg,0
train_bacteria_0336.jpeg,0
train_bacteria_0337.jpeg,0
train_bacteria_0338.jpeg,0
train_bacteria_0339.jpeg,0
train_bacteria_0340.jpeg,0
train_bacteria_0341.jpeg,0
train_bacteria_0342.jpeg,0
train_bacteria_0343.jpeg,0
train_bacteria_0344.jpeg,0
train_bacteria_0345.jpeg,0
train_bacteria_0346.jpeg,0
train_bacteria_0347.jpeg,0
train_bacteria_0348.jpeg,0
train_bacteria_0349.jpeg,0
train_bacteria_0350.jpeg,0
train_bacteria_0351.jpeg,0
train_bacteria_0352.jpeg,0
train_bacteria_0353.jpeg,0
train_bacteria_0354.jpeg,0
train_bacteria_0355.jpeg,0
train_bacteria_0356.jpeg,0
train_bacteria_0357.jpeg,0
train_bacteria_0358.jpeg,0
train_bacteria_0359.jpeg,0
train_bacteria_0360.jpeg,0
train_bacteria_0361.jpeg,0
train_bacteria_0362.jpeg,0
train_bacteria_0363.jpeg,0
train_bacteria_0364.jpeg,0
train_bacteria_0365.jpeg,0
train_bacteria_0366.jpeg,0
train_bacteria_0367.jpeg,0
train_bacteria_0368.jpeg,0
train_bacteria_0369.jpeg,0
train_bacteria_0370.jpeg,0
train_bacteria_0371.jpeg,0
train_bacteria_0372.jpeg,0
train_bacteria_0373.jpeg,0
train_bacteria_0374.jpeg,0
train_bacteria_0375.jpeg,0
train_bacteria_0376.jpeg,0
train_bacteria_0377.jpeg,0
train_bacteria_0378.jpeg,0
train_bacteria_0379.jpeg,0
train_bacteria_0380.jpeg,0
train_bacteria_0381.jpeg,0
train_bacteria_0382.jpeg,0
train_bacteria_0383.jpeg,0
train_bacteria_0384.jpeg,0
train_bacteria_0385.jpeg,0
train_bacteria_0386.jpeg,0
train_bacteria_0387.jpeg,0
train_bacteria_0388.jpeg,0
train_bacteria_0389.jpeg,0
train_bacteria_0390.jpeg,0
train_bacteria_0391.jpeg,0
train_bacteria_0392.jpeg,0
train_bacteria_0393.jpeg,0
train_bacteria_0394.jpeg,0
train_bacteria_0395.jpeg,0
train_bacteria_0396.jpeg,0
train_bacteria_0397.jpeg,0
train_bacteria_0398.jpeg,0
train_bacteria_0399.jpeg,0
train_bacteria_0400.jpeg,0
train_bacteria_0401.jpeg,0
train_bacteria_0402.jpeg,0
train_bacteria_0403.jpeg,0
train_bacteria_0404.jpeg,0
train_bacteria_0405.jpeg,0
train_bacteria_0406.jpeg,0
train_bacteria_0407.jpeg,0
train_bacteria_0408.jpeg,0
train_bacteria_0409.jpeg,0
train_bacteria_0410.jpeg,0
train_bacteria_0411.jpeg,0
train_bacteria_0412.jpeg,0
train_bacteria_0413.jpeg,0
train_bacteria_0414.jpeg,0
train_bacteria_0415.jpeg,0
train_bacteria_0416.jpeg,0
train_bacteria_0417.jpeg,0
train_bacteria_0418.jpeg,0
train_bacteria_0419.jpeg,0
train_bacteria_0420.jpeg,0
train_bacteria_0421.jpeg,0
train_bacteria_0422.jpeg,0
train_bacteria_0423.jpeg,0
train_bacteria_0424.jpeg,0
train_bacteria_0425.jpeg,0
train_bacteria_0426.jpeg,0
train_bacteria_0427.jpeg,0
train_bacteria_0428.jpeg,0
train_bacteria_0429.jpeg,0
train_bacteria_0430.jpeg,0
train_bacteria_0431.jpeg,0
train_bacteria_0432.jpeg,0
train_bacteria_0433.jpeg,0
train_bacteria_0434.jpeg,0
train_bacteria_0435.jpeg,0
train_bacteria_0436.jpeg,0
train_bacteria_0437.jpeg,0
train_bacteria_0438.jpeg,0
train_bacteria_0439.jpeg,0
train_bacteria_0440.jpeg,0
train_bacteria_0441.jpeg,0
train_bacteria_0442.jpeg,0
train_bacteria_0443.jpeg,0
train_bacteria_0444.jpeg,0
train_bacteria_0445.jpeg,0
train_bacteria_0446.jpeg,0
train_bacteria_0447.jpeg,0
train_bacteria_0448.jpeg,0
train_bacteria_0449.jpeg,0
train_bacteria_0450.jpeg,0
train_bacteria_0451.jpeg,0
train_bacteria_0452.jpeg,0
train_bacteria_0453.jpeg,0
train_bacteria_0454.jpeg,0
train_bacteria_0455.jpeg,0
train_bacteria_0456.jpeg,0
train_bacteria_0457.jpeg,0
train_bacteria_0458.jpeg,0
train_bacteria_0459.jpeg,0
train_bacteria_0460.jpeg,0
train_bacteria_0461.jpeg,0
train_bacteria_0462.jpeg,0
train_bacteria_0463.jpeg,0
train_bacteria_0464.jpeg,0
train_bacteria_0465.jpeg,0
train_bacteria_0466.jpeg,0
train_bacteria_0467.jpeg,0
train_bacteria_0468.jpeg,0
train_bacteria_0469.jpeg,0
train_bacteria_0470.jpeg,0
train_bacteria_0471.jpeg,0
train_bacteria_0472.jpeg,0
train_bacteria_0473.jpeg,0
train_bacteria_0474.jpeg,0
train_bacteria_0475.jpeg,0
train_bacteria_0476.jpeg,0
train_bacteria_0477.jpeg,0
train_bacteria_0478.jpeg,0
train_bacteria_0479.jpeg,0
train_bacteria_0480.jpeg,0
train_bacteria_0481.jpeg,0
train_bacteria_0482.jpeg,0
train_bacteria_0483.jpeg,0
train_bacteria_0484.jpeg,0
train_bacteria_0485.jpeg,0
train_bacteria_0486.jpeg,0
train_bacteria_0487.jpeg,0
train_bacteria_0488.jpeg,0
